SHIFT,0.01,2018-04-16 20:41:54
SIB,0.2,2018-04-16 20:41:54
SLG,0.2,2018-04-16 20:41:54
SLING,0.002,2018-04-16 20:41:54
SLR,0.2,2018-04-16 20:41:54
SLS,0.002,2018-04-16 20:41:54
SNGLS,3.5,2018-04-16 20:41:54
SNRG,0.002,2018-04-16 20:41:54
SNT,20.0,2018-04-16 20:41:54
SOON,0.2,2018-04-16 20:41:54
SPHR,0.002,2018-04-16 20:41:54
SPR,0.2,2018-04-16 20:41:54
SPRTS,1.0,2018-04-16 20:41:54
SRN,1.0,2018-04-16 20:41:54
START,0.02,2018-04-16 20:41:54
STEEM,0.01,2018-04-16 20:41:54
STEPS,0.2,2018-04-16 20:41:54
STORJ,3.0,2018-04-16 20:41:54
STRAT,0.2,2018-04-16 20:41:54
STV,0.2,2018-04-16 20:41:54
SWIFT,2.0,2018-04-16 20:41:54
SWING,0.1,2018-04-16 20:41:54
SWT,1.8,2018-04-16 20:41:54
SYNX,0.2,2018-04-16 20:41:54
SYS,0.0002,2018-04-16 20:41:54
TES,0.2,2018-04-16 20:41:54
THC,0.2,2018-04-16 20:41:54
TIME,0.2,2018-04-16 20:41:54
TIT,0.2,2018-04-16 20:41:54
TIX,5.0,2018-04-16 20:41:54
TKN,0.4,2018-04-16 20:41:54
TKS,0.1,2018-04-16 20:41:54
TRI,0.0002,2018-04-16 20:41:54
TRIG,5.0,2018-04-16 20:41:54
TRK,0.02,2018-04-16 20:41:54
TROLL,0.001,2018-04-16 20:41:54
TRST,7.0,2018-04-16 20:41:54
TRUST,0.02,2018-04-16 20:41:54
TRX,1.0,2018-04-16 20:41:54
TUSD,1.0,2018-04-16 20:41:54
TX,0.02,2018-04-16 20:41:54
UBQ,0.01,2018-04-16 20:41:54
UFO,0.2,2018-04-16 20:41:54
UKG,5.0,2018-04-16 20:41:54
UNB,0.2,2018-04-16 20:41:54
UNIT,2.0,2018-04-16 20:41:54
